Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
Moderate,Neutral,Female,15-19,Motivational Videos,Best Motivational Videos Compilation,https://www.youtube.com/watch?v=ucgEhs93-ss
Minimal,Anxious,Female,15-19,Motivational Videos,Kevin Hart Motivational Speech,https://www.youtube.com/watch?v=Ch01-mFqlk8
Moderate,Neutral,Female,35-44,Motivational Videos,Jim Carrey - Best Speech Ever (Inspiration For Depression & Hard Times),https://www.youtube.com/watch?v=aWTH7Kp2lfE
Mild,Neutral,Female,45-54,Motivational Videos,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=6BwNJLVkKlo
Minimal,Happy,Female,35-44,Motivational Videos,"Deshauna Barber ""GIVING UP IS THE BIRTH PLACE OF REGRETS""",https://www.youtube.com/watch?v=w71aDaGAtHs
Moderately Severe,Sad,Female,45-54,Motivational Videos,The Keys To Success - Best Motivational Video,https://www.youtube.com/watch?v=FN0_ow76hU8
Moderate,Scared,Female,55-65,Motivational Videos,Retired Navy SEAL Explains How to Build Mental Toughness,https://www.youtube.com/watch?v=Bu0HUpRbrXk
Mild,Neutral,Female,15-19,Motivational Videos,One of the Best Motivational Videos Ever! (Success Hustle and Motivation),https://www.youtube.com/watch?v=HJaheJ0FKXI
Minimal,Confused,Female,25-34,Motivational Videos,Failing Forward - Motivational Video,https://www.youtube.com/watch?v=HLyIs8u9nkA
Severe,Anxious,Female,35-44,Motivational Videos,Les Brown - STOP Negative Thinking and BELIEVE IN YOURSELF!,https://www.youtube.com/watch?v=tRGu6QywEBQ
Moderate,Happy,Female,45-54,Motivational Videos,Arnold Schwarzenegger's motivational speech,https://www.youtube.com/watch?v=kzSBrJmXqdg
Mild,Calm,Female,55-65,Motivational Videos,How Bad Do You Want It? (Success) HD,https://www.youtube.com/watch?v=lsSC2vx7zFQ
Mild,Happy,Female,55-65,Motivational Videos,How to Stay Motivated,https://www.youtube.com/watch?v=7sxpKhIbr0E
Minimal,Sad,Female,20-24,Motivational Videos,TED Talks to Inspire,https://www.ted.com/playlists/250/talks_to_help_you_shake_up_your
Moderate,Scared,Male,20-24,Motivational Videos,FIGHT THROUGH THE FEAR,https://www.youtube.com/watch?v=UakNYMoebRQ
Moderate,Sad,Prefer not to say,25-34,Motivational Videos,Getting Unstuck by Mel Robbins,https://www.youtube.com/watch?v=PY9DcIMGxMs
Severe,Neutral,Female,15-19,Motivational Videos,Kid President Pep Talk,https://www.youtube.com/watch?v=l-gQLqv9f4o
Minimal,Neutral,Female,20-24,Motivational Videos,How Meditation Helped Me with Depression â€“ Motivation,https://insighttimer.com/spikegillespie/guided-meditations/intro-how-meditation-helped-me-with-depression
Moderate,Confused,Male,20-24,Motivational Videos,Overcome depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
Mild,Confused,Female,25-34,Motivational Videos,Overcome Depression & Anxiety,https://youtu.be/ga-MniJxQz8?si=FNY-kCh7hT5wjZKm
Moderately Severe,Scared,Female,25-34,Motivational Videos,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
Moderate,Anxious,Prefer not to say,35-44,Motivational Videos,"Stop Overthinking Everything (Steve Harvey, Jim Rohn, Les brown, Tony Robbins) Motivational Speech",https://www.youtube.com/watch?v=4tkOlIsRVVE
Minimal,Happy,Male,20-24,Motivational Videos,How To Be Happy | Buddhism In English,https://youtu.be/JJ9GD0SiwEc?si=WiwhlITEQ7AkKmSl
Mild,Sad,Prefer not to say,25-34,Motivational Videos,When life brakes you - Powerful motivational speech,https://youtu.be/0cwtNOq_k4w?si=aPS0WKTdw4AAPWjW
Moderately Severe,Confused,Female,25-34,Motivational Videos,Don't die before your death by Muniba Mazari,https://youtu.be/meOWV1w2GE8?si=NMNGl87YfeWyj6LU
Mild,Sad,Prefer not to say,20-24,Motivational Videos,The Power Of Positivity,https://youtu.be/HwLK9dBQn0g?si=l9EpZsODY-5U91gp
Minimal,Scared,Male,25-34,Motivational Videos,Erasing Fears & Trauma Based on the Modern Neuroscience of fear,https://youtu.be/31wjVhCcI5Y?si=GBVNY3PrEZYKYehe
Mild,Confused,Male,20-24,Motivational Videos,How to get your brain to focus,https://youtu.be/Hu4Yvq-g7_Y?si=MuvslgiV3J96yRuk
Minimal,Neutral,Female,15-19,Motivational Videos,FIGHT DEPRESSION - Powerful Study Motivation,https://www.youtube.com/watch?v=1I9ADpXbD6c&pp=ygUebW90aXZhdGlvbmFsIHZpZGVvIGZvciBkZXByZXNz
Minimal,Happy,Male,20-24,Motivational Videos,The Mindset of a Champion with Tim Grover,https://www.youtube.com/watch?v=3bYDi9wNTac
Mild,Neutral,Prefer not to say,45-54,Motivational Videos,The Mindset of a Champion,https://www.youtube.com/watch?v=Tq1r6FiBfrE
Mild,Neutral,Prefer not to say,35-44,Motivational Videos,Stop Procrastinating,https://www.youtube.com/watch?v=48jlHaxZnig
Minimal,Neutral,Male,20-24,Motivational Videos,Learn to Live Fearlessly,https://www.youtube.com/watch?v=fkRNALoYK1E
Mild,Calm,Prefer not to say,35-44,Motivational Videos,Stop Worrying,https://www.youtube.com/watch?v=ePTWEOd8oHE
Mild,Happy,Prefer not to say,45-54,Motivational Videos,Believe in Yourself,https://www.youtube.com/watch?v=4mjRM7sbhFk
Mild,Neutral,Prefer not to say,35-44,Motivational Videos,Get Unstuck and Make Progress,https://www.youtube.com/watch?v=7XFLTDQ4JMk&pp=ygUoZ2V0IHVuc3R1Y2sgYW5kIG1ha2UgcHJvZ3Jlc3MgbW90aXZhdGlvbg%3D%3D
Moderate,Neutral,Male,45-54,Motivational Videos,Stay Strong,https://youtube.com/watch?v=NzWVEWyleyg
Moderate,Sad,Male,55-65,Motivational Videos,Feeling Down? Watch This!,https://www.youtube.com/watch?v=-SJywvgaJEI
Moderate,Neutral,Prefer not to say,15-19,Motivational Videos,Short inspirational video,https://www.youtube.com/watch?v=sVPYIRF9RCQ
Mild,Confused,Male,35-44,Motivational Videos,Short inspirational speeches,https://www.youtube.com/watch?v=fLeJJPxua3E
Minimal,Neutral,Male,55-65,Motivational Videos,Never give up - Motivational Video,https://www.youtube.com/watch?v=KxGRhd_iWuE
Moderate,Scared,Female,35-44,Motivational Videos,Overcoming self-doubt,https://www.youtube.com/watch?v=uFRsR1UuiPk
Minimal,Calm,Prefer not to say,15-19,Motivational Videos,Believe in Yourself | Meditative Story,https://www.youtube.com/watch?v=v4u6zvGVLBg
Minimal,Happy,Female,35-44,Motivational Videos,Defeat Fear and Anxiety,https://www.youtube.com/watch?v=bb9g9mtDHZo
Minimal,Sad,Male,45-54,Motivational Videos,The Mindset of a Champion | Carson Byblow | TEDxYouth@AASSofia,https://www.youtube.com/watch?v=px9CzSZsa0Y
Minimal,Neutral,Male,15-19,Motivational Videos,Louie Schwartzberg: Nature. Beauty. Gratitude.,https://www.ted.com/talks/louie_schwartzberg_nature_beauty_gratitude
Moderate,Anxious,Female,25-34,Motivational Videos,Best Motivational Video Speeches Compilation,https://www.youtube.com/watch?v=6BwNJLVkKlo
Mild,Anxious,Male,35-44,Motivational Videos,Control Your Mind to Become Successful,https://www.youtube.com/watch?v=_Tqn03eYvBM
Mild,Calm,Female,45-54,Motivational Videos,Master Your Mindset,https://www.youtube.com/watch?v=4AzpmZ7AjaQ
Moderate,Neutral,Male,25-34,Motivational Videos,The Mindset of a Champion with Legendary Tennis Coach Nick Bollettieri,https://www.youtube.com/watch?v=U-KU4ho4GGQ&pp=ygVGVGhlIE1pbmRzZXQgb2YgYSBDaGFtcGlvbiB3aXRoIExlZ2VuZGFyeSBUZW5uaXMgQ29hY2ggTmljayBCb2xsZXR0aWVyaQ%3D%3D
Moderate,Calm,Male,25-34,Motivational Videos,5 Videos to Motivate Personal Growth and Success,https://www.youtube.com/watch?v=4ygRSS5sT2w&pp=ygUwNSBWaWRlb3MgdG8gTW90aXZhdGUgUGVyc29uYWwgR3Jvd3RoIGFuZCBTdWNjZXNz
Moderate,Calm,Male,25-34,Motivational Videos,The Most Inspiring Speech: The Wisdom of a Third Grade Dropout Will Change Your Life,https://www.youtube.com/watch?v=Bg_Q7KYWG1g&pp=ygVUVGhlIE1vc3QgSW5zcGlyaW5nIFNwZWVjaDogVGhlIFdpc2RvbSBvZiBhIFRoaXJkIEdyYWRlIERyb3BvdXQgV2lsbCBDaGFuZ2UgWW91ciBMaWZl
Moderate,Calm,Male,20-24,Motivational Videos,Arnold Schwarzenegger's Inspiring Life Story,https://www.youtube.com/watch?v=1bumPyvzCyo
Minimal,Calm,Male,15-19,Motivational Videos,Jocko Willink's Powerful Speech on Overcoming Adversity,https://www.youtube.com/watch?v=dKyWNwwxAyE
Minimal,Calm,Male,55-65,Motivational Videos,Jack Ma's Ultimate Advice for Students and Young People,https://www.youtube.com/watch?v=bXGhtjezJPY
Minimal,Calm,Male,45-54,Motivational Videos,Denzel Washington's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=M99NCxR0a-Q
Minimal,Calm,Male,45-54,Motivational Videos,Matthew McConaughey Motivational Speech,https://www.youtube.com/watch?v=u8OySa4uZmU
Minimal,Calm,Male,45-54,Motivational Videos,Les Brown Motivational Speech,https://www.youtube.com/watch?v=gMWXMMUg5pI
Minimal,Calm,Male,45-54,Motivational Videos,Jim Carrey's Incredible Commencement Speech,https://www.youtube.com/watch?v=V80-gPkpH6M
Minimal,Calm,Male,45-54,Motivational Videos,Winston Churchill's Powerful Words on Overcoming Depression,https://www.youtube.com/watch?v=Bro3AqGNQl8
Minimal,Calm,Male,45-54,Motivational Videos,Will Smith's Best Life Lessons Advice,https://www.youtube.com/watch?v=jUzxY3rgbkI
Minimal,Calm,Male,45-54,Motivational Videos,Idris Elba's Inspiring Journey to Success,https://www.youtube.com/watch?v=EypkQxVYDYk
Minimal,Calm,Male,45-54,Motivational Videos,"Eric Thomas's inspirational ""You Owe You"" speech",https://www.youtube.com/watch?v=7Oxz060iedY
Minimal,Calm,Male,45-54,Motivational Videos,Tony Robbins's TED Talk on Why We Do What We Do,https://www.ted.com/talks/tony_robbins_why_we_do_what_we_do
Minimal,Calm,Male,45-54,Motivational Videos,Steve Jobs's Inspirational Stanford Commencement Speech,https://www.youtube.com/watch?v=1i9kcBHX2Nw
Minimal,Calm,Male,45-54,Motivational Videos,Personal & Professional BEST: Training Camp with Jon Gordon,https://www.youtube.com/watch?v=d8dvlH0nxIk
Minimal,Calm,Male,45-54,Motivational Videos,Bruce Lee's Wisdom to Live Your Life Successfully,https://www.youtube.com/watch?v=mpjjWq81VSw
Minimal,Calm,Male,45-54,Motivational Videos,Jim Rohn's Timeless Advice Will Change Your Life,https://www.youtube.com/watch?v=SDVwEtZDW7M
Minimal,Calm,Male,45-54,Motivational Videos,TD Jakes - NOTHING AS POWERFUL AS A CHANGED MIND,https://www.youtube.com/watch?v=sohYjDRopXo
Minimal,Calm,Male,45-54,Motivational Videos,Jim Carrey Commencement Speech About Following Your Dreams,https://www.youtube.com/watch?v=V80-gPkpH6M
Minimal,Calm,Male,45-54,Motivational Videos,Matthew McConaughey's Inspiring University of Houston Speech,https://www.youtube.com/watch?v=u8OySa4uZmU&t=1s
Minimal,Calm,Male,45-54,Motivational Videos,Arnold Schwarzenegger's Life Advice Will Change Your Future,https://www.youtube.com/watch?v=jJLkaGDt4U8
Minimal,Calm,Male,45-54,Motivational Videos,Short Motivational Video by Fearless Motivation,https://www.youtube.com/watch?v=xOvts_DTrlA
Minimal,Calm,Male,45-54,Motivational Videos,MENTAL TOUGHNESS,https://www.youtube.com/watch?v=IcViyJmh4HE
Minimal,Calm,Male,45-54,Motivational Videos,Inspirational video on Living Stress-Free,https://www.youtube.com/watch?v=xKhHJIUBY-w
Moderately Severe,Scared,Male,45-54,Motivational Videos,Believe in Yourself | Meditative Story,https://www.youtube.com/watch?v=i5Q02YX2VTw
Moderate,Anxious,Male,20-24,Motivational Videos,Arnold Schwarzenegger Motivational Speech,https://youtu.be/kzSBrJmXqdg
Moderately Severe,Anxious,Prefer not to say,25-34,Motivational Videos,Les Brown motivational speech,https://www.youtube.com/watch?v=zMbgqfY9VuE
Severe,Happy,Prefer not to say,45-54,Motivational Videos,Eric Thomas motivational speech,https://www.youtube.com/watch?v=iqJpJLOyaoY
Minimal,Happy,Male,35-44,Motivational Videos,Nick Vujicic motivational speech,https://www.youtube.com/watch?v=jkZizIN5aEg&rco=1
Severe,Anxious,Male,55-65,Motivational Videos,Denzel Washington motivational speech,https://youtu.be/tbnzAVRZ9Xc
Mild,Neutral,Female,25-34,Motivational Videos,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=u8OySa4uZmU
Minimal,Calm,Prefer not to say,15-19,Motivational Videos,TD Jakes motivational speech,https://www.youtube.com/watch?v=XcG6lYaQeT0
Moderately Severe,Sad,Male,55-65,Motivational Videos,Jim Rohn motivational speech,https://www.youtube.com/watch?v=YP21QLSCeZ8
Moderate,Anxious,Female,25-34,Motivational Videos,Kobe Bryant inspirational speech,https://youtu.be/s28PuyRqLrs
Severe,Calm,Prefer not to say,15-19,Motivational Videos,Denzel Washington motivational speech,https://youtu.be/tbnzAVRZ9Xc
Mild,Sad,Male,55-65,Motivational Videos,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=u8OySa4uZmU
Minimal,Anxious,Female,25-34,Motivational Videos,TD Jakes inspirational speech,https://www.youtube.com/watch?v=vRubjtR8E1M
Moderately Severe,Calm,Prefer not to say,15-19,Motivational Videos,Jim Carrey commencement speech,https://youtu.be/V80-gPkpH6M
Moderate,Sad,Male,55-65,Motivational Videos,Tony Robbins inspirational speech,https://www.youtube.com/watch?v=0b2MtFQk_aU
Severe,Anxious,Female,25-34,Motivational Videos,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=yjr3cuSUs2A
Mild,Calm,Prefer not to say,15-19,Motivational Videos,TD Jakes Inspirational Speech,https://www.youtube.com/watch?v=fpNZZR_W2Io
Moderate,Sad,Female,45-54,Motivational Videos,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
Minimal,Scared,Female,25-34,Motivational Videos,Priyanka Chopra's Speech Will Leave You SPEECHLESS — Best Life Advice,https://www.youtube.com/watch?v=edIctUyd4RQ
Minimal,Calm,Male,15-19,Movies and Drama,Peaceful Warrior: 2006,https://www.youtube.com/watch?v=gegNMYvY_yg
Minimal,Neutral,Male,35-44,Movies and Drama,Watch movies from platforms like Netflix,https://www.netflix.com/lk/browse/genre/34399
Mild,Sad,Female,25-34,Movies and Drama,Taare Zameen Par,https://youtu.be/3Z14uE7U0HY?si=If6jLGbvsni8Y_8T
Mild,Confused,Prefer not to say,20-24,Movies and Drama,Gen Z is depressed ; Stand Up Comedy by Dauood Naimyar,https://youtu.be/8M_8W56axZw?si=k6AZgJuOYivFmJa_
Mild,Sad,Male,25-34,Movies and Drama,Hachiko : A dog's tale,https://youtu.be/gT7iSTrQk9w?si=MdJpp8yi6JaiM7nO
Mild,Anxious,Male,25-34,Movies and Drama,Man vs Bee Tv series,https://www.netflix.com/lk/title/81222715
Mild,Happy,Male,25-34,Movies and Drama,Stand Up Comedy By Alec Flynn,https://youtu.be/yDPxseEvthI?si=nbIF7f2FxlPDgRBl
Moderately Severe,Sad,Female,55-65,Movies and Drama,The Intouchables Official Trailer,https://www.youtube.com/watch?v=34WIbmXkewU
Minimal,Neutral,Male,35-44,Movies and Drama,Friends (1994-2004) Official Trailer,https://www.youtube.com/watch?v=IEEbUzffzrk
Minimal,Neutral,Male,20-24,Movies and Drama,Into the Wild (2007) Official Trailer,https://www.youtube.com/watch?v=XZG1FzyB8DI
Mild,Confused,Prefer not to say,45-54,Movies and Drama,36 Feel-Good Films Guaranteed To Make You Happy Every Time by Buzzfeed,https://www.imdb.com/list/ls060352216/
Minimal,Neutral,Prefer not to say,45-54,Movies and Drama,Spinning Out,https://www.youtube.com/watch?v=AmdnhR1Ie7g
Moderate,Neutral,Male,20-24,Movies and Drama,Silver Linings Playbook,https://www.youtube.com/watch?v=kVS-6k2tQAA
Minimal,Happy,Female,20-24,Movies and Drama,The Secret Life of Walter Mitty trailer,https://www.youtube.com/watch?v=QD6cy4PBQPI&t=3s
Severe,Sad,Male,45-54,Movies and Drama,Pursuit of Happyness trailer,https://www.youtube.com/watch?v=89Kq8SDyvfg
Moderate,Confused,Male,55-65,Movies and Drama,Comedy movie for laughter,https://www.imdb.com/list/ls002858212/
Mild,Happy,Male,25-34,Movies and Drama,Funny movie for laughter,https://www.imdb.com/list/ls002858212/
Minimal,Neutral,Male,35-44,Movies and Drama,Heartwarming movie,https://www.goodhousekeeping.com/life/entertainment/g4531/best-family-movies/
Moderately Severe,Calm,Male,45-54,Movies and Drama,Comedy movie for laughter,https://www.imdb.com/list/ls002858212/
Moderate,Confused,Male,35-44,Movies and Drama,Inspirational movie,https://ew.com/movies/25-best-inspirational-movies/
Mild,Sad,Male,45-54,Movies and Drama,Funny comedy movie,https://www.netflix.com/lk/browse/genre/6548
Moderate,Happy,Prefer not to say,55-65,Movies and Drama,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
Mild,Confused,Prefer not to say,20-24,Movies and Drama,The Secret Life of Walter Mitty,https://www.imdb.com/title/tt0359950/
Minimal,Anxious,Prefer not to say,45-54,Movies and Drama,Forrest Gump,https://www.imdb.com/title/tt0109830/
Moderately Severe,Happy,Prefer not to say,20-24,Movies and Drama,The Bucket List,https://www.imdb.com/title/tt0825232/
Moderate,Calm,Prefer not to say,45-54,Movies and Drama,Yes Man,https://www.imdb.com/title/tt1068680/
Mild,Sad,Prefer not to say,20-24,Movies and Drama,Up,https://www.imdb.com/title/tt1049413/
Mild,Neutral,Male,45-54,Movies and Drama,The Intouchables,https://www.imdb.com/title/tt1675434/
Minimal,Confused,Male,55-65,Movies and Drama,Soul,https://www.imdb.com/title/tt2948372/
Moderately Severe,Anxious,Male,15-19,Movies and Drama,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
Moderate,Happy,Male,25-34,Movies and Drama,The Princess Bride,https://www.imdb.com/title/tt0093779/
Mild,Calm,Male,35-44,Movies and Drama,Forrest Gump,https://www.imdb.com/title/tt0109830/
Minimal,Sad,Male,45-54,Movies and Drama,The Theory of Everything,https://www.imdb.com/title/tt2980516/
Severe,Scared,Male,55-65,Movies and Drama,The Green Mile,https://www.imdb.com/title/tt0120689/
Moderate,Neutral,Male,15-19,Movies and Drama,The Notebook,https://www.imdb.com/title/tt0332280/
Moderate,Neutral,Female,45-54,Movies and Drama,Watch The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
Minimal,Calm,Female,55-65,Movies and Drama,Watch Groundhog Day,https://www.youtube.com/watch?v=GncQtURdcE4
Minimal,Sad,Male,55-65,Movies and Drama,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
Moderately Severe,Confused,Prefer not to say,35-44,Movies and Drama,Watch Yes Man movie,https://www.imdb.com/title/tt1068680/
Moderate,Scared,Female,45-54,Movies and Drama,Watch Big Hero 6,https://www.youtube.com/watch?v=OvgyXKDXdZY
Severe,Happy,Male,55-65,Movies and Drama,Watch Soul movie by Disney,https://www.youtube.com/watch?v=xOsLIiBStEs
Minimal,Calm,Male,15-19,Movies and Drama,Peaceful Warrior: 2006,https://www.youtube.com/watch?v=gegNMYvY_yg
Minimal,Neutral,Male,35-44,Movies and Drama,Silver Linings Playbook (2013),https://www.google.com/search?sca_esv=179241790b8982d2&q=silver+linings+playbook&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiA5b35odiEAxX3hVYBHcZAB50Q0pQJegQIDRAB&biw=1280&bih=632&dpr=1.5#
Mild,Sad,Female,25-34,Movies and Drama,Taare Zameen Par,https://youtu.be/3Z14uE7U0HY?si=If6jLGbvsni8Y_8T
Mild,Confused,Prefer not to say,20-24,Movies and Drama,Gen Z is depressed ; Stand Up Comedy by Dauood Naimyar,https://youtu.be/8M_8W56axZw?si=k6AZgJuOYivFmJa_
Mild,Sad,Male,25-34,Movies and Drama,Hachiko : A dog's tale,https://youtu.be/gT7iSTrQk9w?si=MdJpp8yi6JaiM7nO
Mild,Anxious,Male,25-34,Movies and Drama,Man vs Bee Tv series,https://www.netflix.com/lk/title/81222715
Mild,Happy,Male,25-34,Movies and Drama,Stand Up Comedy By Alec Flynn,https://www.youtube.com/watch?v=yDPxseEvthI
Minimal,Neutral,Male,45-54,Movies and Drama,Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
Moderate,Calm,Male,45-54,Movies and Drama,The Hangover,https://www.imdb.com/title/tt1119646/
Minimal,Happy,Male,15-19,Movies and Drama,Popstar: Never Stop Never Stopping - Official Trailer,https://www.youtube.com/watch?v=Q9RoNzJrmDo
Mild,Neutral,Prefer not to say,35-44,Movies and Drama,Must-See Comedy Movies,https://www.imdb.com/list/ls058726648/
Mild,Neutral,Male,55-65,Movies and Drama,10 Best Classic Feel Good Movies,https://www.imdb.com/list/ls021615613/
Minimal,Neutral,Male,20-24,Movies and Drama,50 Best Independent Feel Good Movies,https://www.imdb.com/list/ls004349133/
Mild,Happy,Prefer not to say,55-65,Movies and Drama,10 Best Feel-Good Comedies of All Time,https://www.imdb.com/list/ls050649604/
Minimal,Neutral,Female,15-19,Movies and Drama,Mean Girls,https://www.imdb.com/title/tt0377092/
Minimal,Calm,Female,25-34,Movies and Drama,The Lost City (2022),https://www.imdb.com/title/tt13320622/
Mild,Happy,Prefer not to say,45-54,Movies and Drama,Ted (2012),https://www.imdb.com/title/tt1637725/
Mild,Neutral,Prefer not to say,35-44,Movies and Drama,Upgraded (2024),https://www.imdb.com/title/tt21830902/
Mild,Confused,Male,20-24,Movies and Drama,Good Will Hunting,https://www.imdb.com/title/tt0119217/
Minimal,Neutral,Male,45-54,Movies and Drama,Soul (2020),https://www.imdb.com/title/tt2948372/
Mild,Scared,Male,45-54,Movies and Drama,It's a Wonderful Life (1946),https://www.imdb.com/title/tt0038650/
Mild,Confused,Male,20-24,Movies and Drama,Good Will Hunting (1997),https://www.imdb.com/title/tt0119217/
Mild,Neutral,Female,25-34,Movies and Drama,Yes Man (2008),https://www.imdb.com/title/tt1068680/
Moderate,Neutral,Male,55-65,Movies and Drama,The Shawshank Redemption (1994),https://www.imdb.com/title/tt0111161/
Mild,Sad,Female,20-24,Movies and Drama,The Secret Life of Walter Mitty (2013),https://www.imdb.com/title/tt0359950/
Moderate,Happy,Female,35-44,Movies and Drama,Yes Man (2008),https://www.imdb.com/title/tt1068680/
Minimal,Anxious,Male,25-34,Movies and Drama,The Perks of Being a Wallflower (2012),https://www.youtube.com/watch?v=n5rh7O4IDc0
Mild,Happy,Male,35-44,Movies and Drama,La La Land (2016),https://www.youtube.com/watch?v=0pdqf4P9MB8
Mild,Calm,Male,20-24,Movies and Drama,Call Me By Your Name,https://www.youtube.com/watch?v=Z9AYPxH5NTM
Minimal,Calm,Female,55-65,Movies and Drama,Amelie (2001),https://www.youtube.com/watch?v=HUECWi5pX7o
Minimal,Happy,Female,15-19,Movies and Drama,Little Miss Sunshine,https://www.youtube.com/watch?v=wvwVkllXT80
Minimal,Sad,Male,55-65,Movies and Drama,Good Will Hunting,https://www.youtube.com/watch?v=hIdsjNGCGz4
Minimal,Neutral,Male,15-19,Movies and Drama,The Pursuit of Happyness,https://www.youtube.com/watch?v=89Kq8SDyvfg
Minimal,Neutral,Male,15-19,Movies and Drama,The Shawshank Redemption,https://www.youtube.com/watch?v=NmzuHjWmXOc
Mild,Neutral,Male,45-54,Movies and Drama,It's Kind of a Funny Story 2010,https://www.imdb.com/title/tt0804497/?ref_=ttls_li_tt
Mild,Neutral,Male,35-44,Movies and Drama,About Time,https://www.youtube.com/watch?v=T7A810duHvw
Mild,Neutral,Male,35-44,Movies and Drama,The Secret Life of Walter Mitty,https://www.youtube.com/watch?v=QD6cy4PBQPI
Mild,Neutral,Male,25-34,Movies and Drama,Little Miss Sunshine,https://www.youtube.com/watch?v=wvwVkllXT80
Mild,Neutral,Male,25-34,Movies and Drama,The Sound of Music,https://www.imdb.com/title/tt0059742/
Mild,Neutral,Male,25-34,Movies and Drama,The Greatest Showman,https://www.youtube.com/watch?v=AXCTMGYUg9A
Mild,Neutral,Male,25-34,Movies and Drama,The Truman Show,https://www.youtube.com/watch?v=loTIzXAS7v4
Mild,Neutral,Male,25-34,Movies and Drama,Inside Out,https://www.youtube.com/watch?v=yRUAzGQ3nSY
Mild,Neutral,Male,25-34,Movies and Drama,Edward Scissorhands,https://www.youtube.com/watch?v=M94yyfWy-KI
Mild,Neutral,Male,25-34,Movies and Drama,Eternal Sunshine of the Spotless Mind,https://www.youtube.com/watch?v=yE-f1alkq9I
Mild,Neutral,Male,25-34,Movies and Drama,Forrest Gump,https://www.youtube.com/watch?v=bLvqoHBptjg
Mild,Neutral,Male,25-34,Movies and Drama,The Shawshank Redemption,https://www.youtube.com/watch?v=6hB3S9bIaco
Mild,Neutral,Male,25-34,Movies and Drama,Silver Linings Playbook (2013),https://www.youtube.com/watch?v=kVS-6k2tQAA
Mild,Neutral,Male,25-34,Movies and Drama,Dead Poets Society,https://www.youtube.com/watch?v=ye4KFyWu2do
Mild,Neutral,Male,25-34,Movies and Drama,The Green Mile,https://www.youtube.com/watch?v=Ki4haFrqSrw
Mild,Neutral,Male,25-34,Movies and Drama,The Theory of Everything,https://www.youtube.com/watch?v=Salz7uGp72c
Mild,Neutral,Male,25-34,Movies and Drama,Peanut Butter Falcon,https://www.youtube.com/watch?v=ACze83fG4wM
Mild,Anxious,Female,55-65,Movies and Drama,You Are This Moment â€” Award-Winning Life Changing Spiritual Documentary Film,https://www.youtube.com/watch?v=HO3ovPHEY7c
Mild,Neutral,Male,25-34,Movies and Drama,About Time (2013),https://www.youtube.com/watch?v=T7A810duHvw
Mild,Neutral,Male,25-34,Movies and Drama,The Perks of Being a Wallflower (2012),https://www.youtube.com/watch?v=n5rh7O4IDc0
Mild,Neutral,Male,25-34,Movies and Drama,A Beautiful Mind (2001),"https://www.google.com/search?sca_esv=0aade082d29507cb&cs=1&q=piekny+umysl&stick=H4sIAAAAAAAAAOMwVGI0iRLPzS_LTC1WSMsvUshNzStJzFEoSE1MTv3FKO1WlJ-rUJxfWpQMlE9MLsovLlYoyUhVKE9N-sXEEe_qF-IZEhm_gYXxFQsPF5d-rr5BeUF5TnrOKxZuIU7fxNzcRAXfzEQgj4sTJGlkXpheCecZZqebmMB5lrlm2ekIlXkplUA5HiEup_xKBdeixOLUFIQdhkUl6RavWLi4OEDcpJQsoJygEL9XaXGJgnu-QnlmSYaCZ8krFnEh0eDUvOJUhcS8FAUQKzMpMyezpBJuUkZ6YXlBFtiegMSUlMy89JL8vEWsPAWZqdl5lQqluZXFObfYJBncpNbGcFvfd__X5C0TxbwvX1Yjvm-RkvpLAPmryi1BAQAA&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjQrMuRgdqEAxX6nmMGHYHGATsQ0pQJegQIDBAB&biw=638&bih=631&dpr=1.5#fpstate=ive&vld=cid:31bdcccf,vid:EajIlG_OCvw,st:0"
Mild,Neutral,Male,25-34,Movies and Drama,Yes Man (2008),https://www.youtube.com/watch?v=dDh1l3qVNoY
Mild,Neutral,Male,25-34,Movies and Drama,Billy Elliot (2000),https://www.youtube.com/watch?v=ZeXqfuZeY9U
Mild,Neutral,Male,25-34,Movies and Drama,The Intouchables (2011),https://www.youtube.com/watch?v=34WIbmXkewU
Minimal,Happy,Female,20-24,Movies and Drama,The Soloist,https://www.imdb.com/title/tt0821642/
Mild,Neutral,Female,45-54,Movies and Drama,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
Minimal,Happy,Male,35-44,Movies and Drama,Life is Beautiful (1997),https://www.imdb.com/title/tt0118799/
