,Depression level,Mood Level,Gender,Age Range,Category,Recommendation,Link
431,4.0,0,1,5.0,2,Denzel Washington motivational speech,https://youtu.be/tbnzAVRZ9Xc
432,1.0,4,0,2.0,2,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=u8OySa4uZmU
433,0.0,1,2,0.0,2,TD Jakes motivational speech,https://www.youtube.com/watch?v=XcG6lYaQeT0
434,3.0,5,1,5.0,2,Jim Rohn motivational speech,https://www.youtube.com/watch?v=YP21QLSCeZ8
435,2.0,0,0,2.0,2,Kobe Bryant inspirational speech,https://youtu.be/s28PuyRqLrs
436,4.0,1,2,0.0,2,Denzel Washington motivational speech,https://youtu.be/tbnzAVRZ9Xc
437,1.0,5,1,5.0,2,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=u8OySa4uZmU
438,0.0,0,0,2.0,2,TD Jakes inspirational speech,https://www.youtube.com/watch?v=vRubjtR8E1M
439,3.0,1,2,0.0,2,Jim Carrey commencement speech,https://youtu.be/V80-gPkpH6M
440,2.0,5,1,5.0,2,Tony Robbins inspirational speech,https://www.youtube.com/watch?v=0b2MtFQk_aU
441,4.0,0,0,2.0,2,Matthew McConaughey motivational speech,https://www.youtube.com/watch?v=yjr3cuSUs2A
442,1.0,1,2,0.0,2,TD Jakes Inspirational Speech,https://www.youtube.com/watch?v=fpNZZR_W2Io
443,2.0,5,0,4.0,2,How to conquer sadness and depression,https://youtu.be/8aIghRZN32U?si=BGaBle4s2_UtnAGZ
444,0.0,6,0,2.0,2,Priyanka Chopra's Speech Will Leave You SPEECHLESS — Best Life Advice,https://www.youtube.com/watch?v=edIctUyd4RQ
445,0.0,1,1,0.0,3,Peaceful Warrior: 2006,https://www.youtube.com/watch?v=gegNMYvY_yg
446,0.0,4,1,3.0,3,Watch movies from platforms like Netflix,https://www.netflix.com/lk/browse/genre/34399
447,1.0,5,0,2.0,3,Taare Zameen Par,https://youtu.be/3Z14uE7U0HY?si=If6jLGbvsni8Y_8T
448,1.0,2,2,1.0,3,Gen Z is depressed ; Stand Up Comedy by Dauood Naimyar,https://youtu.be/8M_8W56axZw?si=k6AZgJuOYivFmJa_
449,1.0,5,1,2.0,3,Hachiko : A dog's tale,https://youtu.be/gT7iSTrQk9w?si=MdJpp8yi6JaiM7nO
450,1.0,0,1,2.0,3,Man vs Bee Tv series,https://www.netflix.com/lk/title/81222715
451,1.0,3,1,2.0,3,Stand Up Comedy By Alec Flynn,https://youtu.be/yDPxseEvthI?si=nbIF7f2FxlPDgRBl
452,3.0,5,0,5.0,3,The Intouchables Official Trailer,https://www.youtube.com/watch?v=34WIbmXkewU
453,0.0,4,1,3.0,3,Friends (1994-2004) Official Trailer,https://www.youtube.com/watch?v=IEEbUzffzrk
454,0.0,4,1,1.0,3,Into the Wild (2007) Official Trailer,https://www.youtube.com/watch?v=XZG1FzyB8DI
455,1.0,2,2,4.0,3,36 Feel-Good Films Guaranteed To Make You Happy Every Time by Buzzfeed,https://www.imdb.com/list/ls060352216/
456,0.0,4,2,4.0,3,Spinning Out,https://www.youtube.com/watch?v=AmdnhR1Ie7g
457,2.0,4,1,1.0,3,Silver Linings Playbook,https://www.youtube.com/watch?v=kVS-6k2tQAA
458,0.0,3,0,1.0,3,The Secret Life of Walter Mitty trailer,https://www.youtube.com/watch?v=QD6cy4PBQPI&t=3s
459,4.0,5,1,4.0,3,Pursuit of Happyness trailer,https://www.youtube.com/watch?v=89Kq8SDyvfg
460,2.0,2,1,5.0,3,Comedy movie for laughter,https://www.imdb.com/list/ls002858212/
461,1.0,3,1,2.0,3,Funny movie for laughter,https://www.imdb.com/list/ls002858212/
462,0.0,4,1,3.0,3,Heartwarming movie,https://www.goodhousekeeping.com/life/entertainment/g4531/best-family-movies/
463,3.0,1,1,4.0,3,Comedy movie for laughter,https://www.imdb.com/list/ls002858212/
464,2.0,2,1,3.0,3,Inspirational movie,https://ew.com/movies/25-best-inspirational-movies/
465,1.0,5,1,4.0,3,Funny comedy movie,https://www.netflix.com/lk/browse/genre/6548
466,2.0,3,2,5.0,3,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
467,1.0,2,2,1.0,3,The Secret Life of Walter Mitty,https://www.imdb.com/title/tt0359950/
468,0.0,0,2,4.0,3,Forrest Gump,https://www.imdb.com/title/tt0109830/
469,3.0,3,2,1.0,3,The Bucket List,https://www.imdb.com/title/tt0825232/
470,2.0,1,2,4.0,3,Yes Man,https://www.imdb.com/title/tt1068680/
471,1.0,5,2,1.0,3,Up,https://www.imdb.com/title/tt1049413/
472,1.0,4,1,4.0,3,The Intouchables,https://www.imdb.com/title/tt1675434/
473,0.0,2,1,5.0,3,Soul,https://www.imdb.com/title/tt2948372/
474,3.0,0,1,0.0,3,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
475,2.0,3,1,2.0,3,The Princess Bride,https://www.imdb.com/title/tt0093779/
476,1.0,1,1,3.0,3,Forrest Gump,https://www.imdb.com/title/tt0109830/
477,0.0,5,1,4.0,3,The Theory of Everything,https://www.imdb.com/title/tt2980516/
478,4.0,6,1,5.0,3,The Green Mile,https://www.imdb.com/title/tt0120689/
479,2.0,4,1,0.0,3,The Notebook,https://www.imdb.com/title/tt0332280/
480,2.0,4,0,4.0,3,Watch The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
481,0.0,1,0,5.0,3,Watch Groundhog Day,https://www.youtube.com/watch?v=GncQtURdcE4
482,0.0,5,1,5.0,3,The Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
483,3.0,2,2,3.0,3,Watch Yes Man movie,https://www.imdb.com/title/tt1068680/
484,2.0,6,0,4.0,3,Watch Big Hero 6,https://www.youtube.com/watch?v=OvgyXKDXdZY
485,4.0,3,1,5.0,3,Watch Soul movie by Disney,https://www.youtube.com/watch?v=xOsLIiBStEs
486,0.0,1,1,0.0,3,Peaceful Warrior: 2006,https://www.youtube.com/watch?v=gegNMYvY_yg
487,0.0,4,1,3.0,3,Silver Linings Playbook (2013),https://www.google.com/search?sca_esv=179241790b8982d2&q=silver+linings+playbook&tbm=vid&source=lnms&sa=X&ved=2ahUKEwiA5b35odiEAxX3hVYBHcZAB50Q0pQJegQIDRAB&biw=1280&bih=632&dpr=1.5#
488,1.0,5,0,2.0,3,Taare Zameen Par,https://youtu.be/3Z14uE7U0HY?si=If6jLGbvsni8Y_8T
489,1.0,2,2,1.0,3,Gen Z is depressed ; Stand Up Comedy by Dauood Naimyar,https://youtu.be/8M_8W56axZw?si=k6AZgJuOYivFmJa_
490,1.0,5,1,2.0,3,Hachiko : A dog's tale,https://youtu.be/gT7iSTrQk9w?si=MdJpp8yi6JaiM7nO
491,1.0,0,1,2.0,3,Man vs Bee Tv series,https://www.netflix.com/lk/title/81222715
492,1.0,3,1,2.0,3,Stand Up Comedy By Alec Flynn,https://www.youtube.com/watch?v=yDPxseEvthI
493,0.0,4,1,4.0,3,Pursuit of Happyness,https://www.imdb.com/title/tt0454921/
494,2.0,1,1,4.0,3,The Hangover,https://www.imdb.com/title/tt1119646/
495,0.0,3,1,0.0,3,Popstar: Never Stop Never Stopping - Official Trailer,https://www.youtube.com/watch?v=Q9RoNzJrmDo
496,1.0,4,2,3.0,3,Must-See Comedy Movies,https://www.imdb.com/list/ls058726648/
497,1.0,4,1,5.0,3,10 Best Classic Feel Good Movies,https://www.imdb.com/list/ls021615613/
498,0.0,4,1,1.0,3,50 Best Independent Feel Good Movies,https://www.imdb.com/list/ls004349133/
499,1.0,3,2,5.0,3,10 Best Feel-Good Comedies of All Time,https://www.imdb.com/list/ls050649604/
500,0.0,4,0,0.0,3,Mean Girls,https://www.imdb.com/title/tt0377092/
501,0.0,1,0,2.0,3,The Lost City (2022),https://www.imdb.com/title/tt13320622/
502,1.0,3,2,4.0,3,Ted (2012),https://www.imdb.com/title/tt1637725/
503,1.0,4,2,3.0,3,Upgraded (2024),https://www.imdb.com/title/tt21830902/
504,1.0,2,1,1.0,3,Good Will Hunting,https://www.imdb.com/title/tt0119217/
505,0.0,4,1,4.0,3,Soul (2020),https://www.imdb.com/title/tt2948372/
506,1.0,6,1,4.0,3,It's a Wonderful Life (1946),https://www.imdb.com/title/tt0038650/
507,1.0,2,1,1.0,3,Good Will Hunting (1997),https://www.imdb.com/title/tt0119217/
508,1.0,4,0,2.0,3,Yes Man (2008),https://www.imdb.com/title/tt1068680/
509,2.0,4,1,5.0,3,The Shawshank Redemption (1994),https://www.imdb.com/title/tt0111161/
510,1.0,5,0,1.0,3,The Secret Life of Walter Mitty (2013),https://www.imdb.com/title/tt0359950/
511,2.0,3,0,3.0,3,Yes Man (2008),https://www.imdb.com/title/tt1068680/
512,0.0,0,1,2.0,3,The Perks of Being a Wallflower (2012),https://www.youtube.com/watch?v=n5rh7O4IDc0
513,1.0,3,1,3.0,3,La La Land (2016),https://www.youtube.com/watch?v=0pdqf4P9MB8
514,1.0,1,1,1.0,3,Call Me By Your Name,https://www.youtube.com/watch?v=Z9AYPxH5NTM
515,0.0,1,0,5.0,3,Amelie (2001),https://www.youtube.com/watch?v=HUECWi5pX7o
516,0.0,3,0,0.0,3,Little Miss Sunshine,https://www.youtube.com/watch?v=wvwVkllXT80
517,0.0,5,1,5.0,3,Good Will Hunting,https://www.youtube.com/watch?v=hIdsjNGCGz4
518,0.0,4,1,0.0,3,The Pursuit of Happyness,https://www.youtube.com/watch?v=89Kq8SDyvfg
519,0.0,4,1,0.0,3,The Shawshank Redemption,https://www.youtube.com/watch?v=NmzuHjWmXOc
520,1.0,4,1,4.0,3,It's Kind of a Funny Story 2010,https://www.imdb.com/title/tt0804497/?ref_=ttls_li_tt
521,1.0,4,1,3.0,3,About Time,https://www.youtube.com/watch?v=T7A810duHvw
522,1.0,4,1,3.0,3,The Secret Life of Walter Mitty,https://www.youtube.com/watch?v=QD6cy4PBQPI
523,1.0,4,1,2.0,3,Little Miss Sunshine,https://www.youtube.com/watch?v=wvwVkllXT80
524,1.0,4,1,2.0,3,The Sound of Music,https://www.imdb.com/title/tt0059742/
525,1.0,4,1,2.0,3,The Greatest Showman,https://www.youtube.com/watch?v=AXCTMGYUg9A
526,1.0,4,1,2.0,3,The Truman Show,https://www.youtube.com/watch?v=loTIzXAS7v4
527,1.0,4,1,2.0,3,Inside Out,https://www.youtube.com/watch?v=yRUAzGQ3nSY
528,1.0,4,1,2.0,3,Edward Scissorhands,https://www.youtube.com/watch?v=M94yyfWy-KI
529,1.0,4,1,2.0,3,Eternal Sunshine of the Spotless Mind,https://www.youtube.com/watch?v=yE-f1alkq9I
530,1.0,4,1,2.0,3,Forrest Gump,https://www.youtube.com/watch?v=bLvqoHBptjg
531,1.0,4,1,2.0,3,The Shawshank Redemption,https://www.youtube.com/watch?v=6hB3S9bIaco
532,1.0,4,1,2.0,3,Silver Linings Playbook (2013),https://www.youtube.com/watch?v=kVS-6k2tQAA
533,1.0,4,1,2.0,3,Dead Poets Society,https://www.youtube.com/watch?v=ye4KFyWu2do
534,1.0,4,1,2.0,3,The Green Mile,https://www.youtube.com/watch?v=Ki4haFrqSrw
535,1.0,4,1,2.0,3,The Theory of Everything,https://www.youtube.com/watch?v=Salz7uGp72c
536,1.0,4,1,2.0,3,Peanut Butter Falcon,https://www.youtube.com/watch?v=ACze83fG4wM
537,1.0,0,0,5.0,3,You Are This Moment â€” Award-Winning Life Changing Spiritual Documentary Film,https://www.youtube.com/watch?v=HO3ovPHEY7c
538,1.0,4,1,2.0,3,About Time (2013),https://www.youtube.com/watch?v=T7A810duHvw
539,1.0,4,1,2.0,3,The Perks of Being a Wallflower (2012),https://www.youtube.com/watch?v=n5rh7O4IDc0
540,1.0,4,1,2.0,3,A Beautiful Mind (2001),"https://www.google.com/search?sca_esv=0aade082d29507cb&cs=1&q=piekny+umysl&stick=H4sIAAAAAAAAAOMwVGI0iRLPzS_LTC1WSMsvUshNzStJzFEoSE1MTv3FKO1WlJ-rUJxfWpQMlE9MLsovLlYoyUhVKE9N-sXEEe_qF-IZEhm_gYXxFQsPF5d-rr5BeUF5TnrOKxZuIU7fxNzcRAXfzEQgj4sTJGlkXpheCecZZqebmMB5lrlm2ekIlXkplUA5HiEup_xKBdeixOLUFIQdhkUl6RavWLi4OEDcpJQsoJygEL9XaXGJgnu-QnlmSYaCZ8krFnEh0eDUvOJUhcS8FAUQKzMpMyezpBJuUkZ6YXlBFtiegMSUlMy89JL8vEWsPAWZqdl5lQqluZXFObfYJBncpNbGcFvfd__X5C0TxbwvX1Yjvm-RkvpLAPmryi1BAQAA&tbm=vid&source=lnms&sa=X&ved=2ahUKEwjQrMuRgdqEAxX6nmMGHYHGATsQ0pQJegQIDBAB&biw=638&bih=631&dpr=1.5#fpstate=ive&vld=cid:31bdcccf,vid:EajIlG_OCvw,st:0"
541,1.0,4,1,2.0,3,Yes Man (2008),https://www.youtube.com/watch?v=dDh1l3qVNoY
542,1.0,4,1,2.0,3,Billy Elliot (2000),https://www.youtube.com/watch?v=ZeXqfuZeY9U
543,1.0,4,1,2.0,3,The Intouchables (2011),https://www.youtube.com/watch?v=34WIbmXkewU
544,0.0,3,0,1.0,3,The Soloist,https://www.imdb.com/title/tt0821642/
545,1.0,4,0,4.0,3,The Shawshank Redemption,https://www.imdb.com/title/tt0111161/
546,0.0,3,1,3.0,3,Life is Beautiful (1997),https://www.imdb.com/title/tt0118799/
547,3.0,3,0,3.0,3,Good Will Hunting (1997),https://www.imdb.com/title/tt0119217/
548,3.0,3,1,1.0,3,The Wizard of Oz (1939),https://www.imdb.com/title/tt0032138/
549,1.0,5,1,4.0,3,Forrest Gump (1994),https://www.imdb.com/title/tt0109830/
550,1.0,4,0,0.0,3,Singin in the Rain,https://www.imdb.com/title/tt0045152/
551,3.0,2,2,4.0,3,Yes Man Comedy Film,https://www.imdb.com/title/tt1068680/
552,0.0,5,0,2.0,3,My Neighbor Totoro film,https://www.imdb.com/title/tt0096283/
553,3.0,2,2,0.0,3,50 First Dates romcom film,https://www.imdb.com/title/tt0343660/
554,2.0,5,1,5.0,3,It's a Wonderful Life film,https://www.imdb.com/title/tt0038650/
555,4.0,0,0,2.0,3,Intouchables comedy drama film,https://www.imdb.com/title/tt1675434/
556,1.0,1,2,0.0,3,The Help drama film,https://www.imdb.com/title/tt1454029/
557,0.0,5,1,5.0,3,The Sound of Music musical film,https://www.imdb.com/title/tt0059742/
558,3.0,0,0,2.0,3,Yes Man comedy film,https://www.imdb.com/title/tt1068680/
559,2.0,1,2,0.0,3,Little Miss Sunshine comedy film,https://www.imdb.com/title/tt0449059/
560,4.0,5,1,5.0,3,The Wizard of Oz fantasy film,https://www.imdb.com/title/tt0032138/
561,1.0,0,0,2.0,3,Forrest Gump comedy drama film,https://www.imdb.com/title/tt0109830/
562,0.0,1,2,0.0,3,The curious case of Benjamin Button film,https://www.imdb.com/title/tt0421715/
563,3.0,5,1,5.0,3,Good Will Hunting drama film,https://www.imdb.com/title/tt0119217/
564,2.0,0,0,2.0,3,The Breakfast Club 80s film,https://www.imdb.com/title/tt0088847/
565,3.0,5,0,5.0,3,The Intouchables Official Trailer,https://www.youtube.com/watch?v=34WIbmXkewU
566,0.0,4,1,3.0,3,Friends (1994-2004) Official Trailer,https://www.youtube.com/watch?v=IEEbUzffzrk
567,1.0,2,0,2.0,4,How to get good sleep ? Dr. Hansaji Yogendra,https://youtu.be/TkrqBXxH6QA?si=rZAoNSBNraZbvwuF
568,2.0,0,1,3.0,4,The Perfect Morning Routine Every Man Should Do (Science Based),https://youtu.be/IrWwEr5n4eE?si=ofbHrityFPh6OMUE
569,1.0,5,0,1.0,4,Sadness vs Depression,https://youtu.be/bCI68IfY0D8?si=kw6_27awy8nuLYSP
570,2.0,2,1,2.0,4,The relationship Between Alcohol and Depression with Psychiatrist by Dr. Paul Linde,https://youtu.be/Qvz1z4QzK80?si=8AcDLwbjO_-UhAtf
571,0.0,4,1,4.0,4,Ask the Expert : Exercise and Depression,https://youtu.be/z8l8I2DA4zA?feature=shared
572,2.0,2,2,4.0,4,Connection between better sleep and depression by Psych Hub,https://youtu.be/92Oc8-lnx4k?si=fV5Lu7L-nCvgK27u
573,1.0,0,2,3.0,4,Does Physical Health Affect Your Mental Health ?,https://www.juno.care/blog/physical-mental-health
574,1.0,2,1,1.0,4,QUICK 10 Minute Ultimate Beginners Workout Low-Impact | The Body Coach TV,https://www.youtube.com/watch?v=zGf-9VVgCDw
575,2.0,4,1,2.0,4,The Sleep Routine Every Man Should Do (Science Based),https://www.youtube.com/watch?v=h49TDVnMSKo
576,4.0,6,0,2.0,4,How to cope with depression,https://www.nhs.uk/mental-health/self-help/tips-and-support/cope-with-depression/
577,2.0,1,0,1.0,4,My Secrets for Eating a Balanced Diet All Week Long,https://www.youtube.com/watch?v=ge6B0d_1zcg
578,0.0,3,1,2.0,4,12 HEALTHY HABITS & TIPS | change your life + feel better long term,https://www.youtube.com/watch?v=QWF9mGtjju4
579,0.0,5,0,4.0,4,Importance of exercise for mood,https://www.youtube.com/watch?v=DsVzKCk066g
580,4.0,2,0,3.0,4,Importance of sleep for mental health,https://www.youtube.com/watch?v=92Oc8-lnx4k
581,2.0,5,0,4.0,4,Importance of nutrition for mental health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
582,1.0,3,0,1.0,4,Self care and mental health video,https://www.youtube.com/watch?v=w0iVTQS8ftg
583,0.0,4,0,2.0,4,Importance of exercise for mental health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
584,3.0,1,0,1.0,4,Nutrition for mental health video,https://www.youtube.com/watch?v=3dqXHHCc5lA
585,0.0,6,0,2.0,4,Exercise and Mental Health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
586,4.0,4,0,3.0,4,Eating for Mental Health,https://www.helpguide.org/home-pages/healthy-eating.htm
587,2.0,2,0,0.0,4,Nutrition and Mental Health,https://www.health.harvard.edu/mind-and-mood/foods-linked-to-better-brainpower
588,1.0,0,0,3.0,4,Sleep and Mental Health,https://www.mind.org.uk/information-support/types-of-mental-health-problems/sleep-problems/about-sleep-and-mental-health/
589,0.0,3,0,0.0,4,Mental Health Benefits of Exercise,https://www.youtube.com/watch?v=DsVzKCk066g
590,3.0,1,0,3.0,4,Improving Mental Health Through Diet,https://nutrition.org/how-to-boost-mental-health-through-better-nutrition/
591,2.0,5,0,0.0,4,Mental Health and Exercise,https://www.betterhealth.vic.gov.au/health/healthyliving/exercise-and-mental-health
592,4.0,4,0,3.0,4,Eating for Mental Health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
593,3.0,1,0,3.0,4,Improving Mental Health Through Diet,https://www.healthline.com/nutrition/mental-health-diet
594,2.0,4,0,2.0,4,Exercise and Mental Health,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
595,1.0,2,0,3.0,4,7 Ways to Optimize Your Nutrition for Mental Health,https://www.youtube.com/watch?v=O1xfOZM8N0A
596,0.0,0,0,4.0,4,The Mental Health Benefits of Exercise,https://www.helpguide.org/articles/healthy-living/the-mental-health-benefits-of-exercise.htm
597,3.0,3,0,5.0,4,Nutrition for Mental Health,https://nutrition.org/how-to-boost-mental-health-through-better-nutrition/
598,2.0,1,0,0.0,4,7 Ways to Optimize Your Nutrition for Mental Health,https://bigthink.com/neuropsych/diet-mental-health/
599,1.0,5,0,2.0,4,How Exercise Can Help Anxiety,https://www.henryford.com/blog/2021/12/how-exercise-can-help-reduce-your-anxiety
600,0.0,6,0,3.0,4,Balancing Nutrition and Exercise for Mental Health,https://www.onlymyhealth.com/how-physical-workout-and-healthy-diet-impact-mental-health-1666871756
601,4.0,4,0,4.0,4,Improving Mental Health Through Exercise,https://www.healthdirect.gov.au/exercise-and-mental-health
602,0.0,1,1,4.0,4,Improve Sleep Hygiene,https://www.sleepfoundation.org/sleep-hygiene
603,3.0,3,2,0.0,4,Dance Therapy,https://www.youtube.com/watch?v=VRNS8XTADEU
604,4.0,1,0,4.0,4,Walking Exercise with the SUPER Coaches!,https://www.youtube.com/watch?v=AdqrTg_hpEQ
605,1.0,1,1,5.0,4,SLEEP HYGIENE - ITS IMPORTANCE & METHODS TO PRACTICE GOOD SLEEP HYGIENE,https://www.youtube.com/watch?v=OdRM9chZHaY&t=5s
606,0.0,2,2,3.0,4,Epsom salt baths,https://www.youtube.com/watch?v=kKkcCmOLMvs
607,1.0,2,0,2.0,4,How to get good sleep ? Dr. Hansaji Yogendra,https://youtu.be/TkrqBXxH6QA?si=rZAoNSBNraZbvwuF
608,2.0,0,1,3.0,4,The Perfect Morning Routine Every Man Should Do (Science Based),https://youtu.be/IrWwEr5n4eE?si=ofbHrityFPh6OMUE
609,1.0,5,0,1.0,4,Full Body Yoga for Strength & Flexibility |,https://www.youtube.com/watch?v=Eml2xnoLpYE
610,2.0,2,1,2.0,4,The relationship Between Alcohol and Depression with Psychiatrist by Dr. Paul Linde,https://youtu.be/Qvz1z4QzK80?si=8AcDLwbjO_-UhAtf
611,0.0,4,1,4.0,4,Ask the Expert : Exercise and Depression,https://youtu.be/z8l8I2DA4zA?feature=shared
612,2.0,2,2,4.0,4,Connection between better sleep and depression by Psych Hub,https://youtu.be/92Oc8-lnx4k?si=fV5Lu7L-nCvgK27u
613,2.0,4,2,3.0,4,Exercise and Depression,https://www.health.harvard.edu/mind-and-mood/exercise-is-an-all-natural-treatment-to-fight-depression
614,0.0,3,2,5.0,4,Fun Daily Exercises for Seniors,https://www.youtube.com/watch?v=EXutCRPTbAk
615,1.0,4,0,3.0,4,Fun Fitness Classes for Beginners,https://www.healthline.com/health/fitness-exercise/fun-workouts
616,0.0,3,1,4.0,4,Morning Routines to Reduce Anxiety,https://www.youtube.com/watch?v=vw1n45pIqXg
617,0.0,3,0,1.0,4,Easy Daily Exercises,https://darebee.com/workouts/easy-daily-workout.html
618,2.0,1,0,2.0,4,Light Daily Stretches,"https://www.bupa.co.uk/newsroom/ourviews/waking-up-stretching#:~:text=Side%20stretch,10%20times%20on%20each%20side."
619,1.0,4,2,4.0,4,Yoga Poses for Seniors,https://www.doyou.com/7-yoga-poses-for-seniors-49052/
620,2.0,1,0,3.0,4,Fun Water Aerobics Videos,https://www.youtube.com/watch?v=oa-RA6T_9gk
621,2.0,3,0,0.0,4,Fun HIIT Workouts,https://marathonhandbook.com/hiit-workouts-at-home/
622,0.0,4,0,2.0,4,5 Fun Cardio Exercises,https://www.healthline.com/health/fitness-exercise/cardio-exercises-list
623,0.0,3,0,0.0,4,Fun Dance Workouts,https://www.youtube.com/watch?v=z-VLMraa3Yc
624,0.0,4,0,0.0,4,Beginner Strength Training,https://www.youtube.com/watch?v=gji0qsw9O4M
625,0.0,4,0,0.0,4,Sleep Hygiene: Train Your Brain to Fall Asleep and Sleep Better,https://www.youtube.com/watch?v=fk-_SwHhLLc&vl=en
626,1.0,3,2,4.0,4,Low-Impact Dance Workout,https://www.youtube.com/watch?v=_nE5FpqViHQ
627,0.0,4,0,0.0,4,Why Diet Might Be a Big Deal for Mental Health,https://www.google.com/search?sca_esv=e4715417de1c6106&q=healthy+diet+mental+health&tbm=vid&source=lnms&sa=X&ved=2ahUKEwie2oPS1NiEAxXktlYBHX4sD84Q0pQJegQIDBAB&biw=1280&bih=632&dpr=1.5#
628,1.0,3,2,4.0,4,Best Core Workouts for Seniors,https://www.lifeline.ca/en/resources/core-exercises-for-seniors/
629,1.0,3,2,4.0,4,Chair Dance Workout for Seniors,https://www.youtube.com/watch?v=yvRMtSbFSU0
630,0.0,3,0,3.0,4,Yoga For Complete Beginners,https://www.youtube.com/watch?v=v7AYKMP6rOE
631,1.0,3,1,3.0,4,Exercises for boosting mood and energy,https://www.healthline.com/health/depression/exercise#High-intensity-interval-training
632,2.0,1,1,5.0,4,Walking routine for seniors,https://www.silversneakers.com/blog/9-ways-walking-workout/
633,1.0,3,0,2.0,4,HIIT workout for beginners,https://madmuscles.com/step-goal?utm_souce=google&utm_source=google_search&utm_medium=131682052729&utm_campaign=13599463389&utm_content=555878300628&device=c&utm_term=hiit&camp_name=&asn=&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZu080T0vkfsk3Y9wyP56UgFT3WpcucLF3WEx4skQ6-3tbzLJ-wNDoBoCUPgQAvD_BwE
634,1.0,1,0,3.0,4,Guided meditation for sleep,https://www.calm.com/sleep
635,2.0,2,2,2.0,4,Importance of nutrition for mental health,https://www.helpguide.org/articles/healthy-eating/mental-health-and-food.htm
636,1.0,5,0,1.0,4,At home workout apps,https://fit-coach.io/start-age-conf-full-a?branch-name=google&test-name=go29aog&utm_source=google&utm_medium=cpc&campaign_id=20448405528&adgroup_id=156908782246&ad_id=689212208046&utm_term=best%20workout%20app%20no%20equipment&matchtype=e&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZj5pS6Lt_M0dD0on8DF6oILBcdl7M9wQihKNq4qH7T0BMd9Y1KqT9BoCnxEQAvD_BwE
637,0.0,2,1,4.0,4,Best yoga poses for sleep,https://www.cnet.com/health/sleep/best-yoga-poses-for-better-sleep/
638,1.0,4,1,5.0,4,At home HIIT workouts,https://madmuscles.com/step-goal?utm_souce=google&utm_source=google_search&utm_medium=131682052729&utm_campaign=13599463389&utm_content=555878300628&device=c&utm_term=hiit&camp_name=&asn=&gad_source=1&gclid=CjwKCAiA3JCvBhA8EiwA4kujZu38gA5KxjaJd1nrvrYovvUCc9FuL5R_-cJFfEEUdDHFM22y4uSRYhoCMKQQAvD_BwE
639,1.0,5,1,4.0,4,9 Habits That IMPROVE Your Sleep,https://www.youtube.com/watch?v=Luq5VA8SY2E
640,0.0,6,0,1.0,4,Tips for Better Sleep,https://www.cdc.gov/sleep/about_sleep/sleep_hygiene.html
641,2.0,5,0,1.0,4,The Benefits of Daily Exercise on Mental Health,https://www.webmd.com/depression/guide/exercise-depression
642,1.0,4,1,3.0,4,How to Start Exercising When You Have Depression,https://www.healthline.com/health/depression/exercise
643,0.0,1,0,3.0,4,5 Easy Daily Exercises for Mental Health,https://www.snapfitness.com/us/blog/5-things-you-can-do-daily-for-your-mental-health
644,0.0,0,0,3.0,4,What is the Best Diet for the Human Body?,https://www.youtube.com/watch?v=fIQXWTt57WQ
645,0.0,0,0,3.0,4,Dr. Amen Shares His Daily Routine for a Healthy Brain,https://www.youtube.com/watch?v=XszHDBx0KhY
646,0.0,0,0,2.0,4,5 Min Home Cardio Workout,https://www.youtube.com/watch?v=EDD4GxHVess
647,1.0,0,0,1.0,4,10 Breathing Exercises For Anxiety,https://www.healthline.com/health/breathing-exercises-for-anxiety
648,1.0,0,0,0.0,4,5 Minute Total Body Toning Workout | The Body Coach TV,https://www.youtube.com/watch?v=Rz0go1pTda8
649,1.0,0,0,0.0,4,The Best Sleep Position For Your Health,https://www.youtube.com/watch?v=AUX9TZKvh6k
650,1.0,0,0,5.0,4,No Equipment Cardio and Toning Workout,https://youtu.be/ml6cT4AZdqI
651,1.0,0,0,5.0,4,BEGINNERS GUIDE TO HEALTHY EATING | 15 healthy eating tips,https://www.youtube.com/watch?v=jwWpTAXu-Sg
652,1.0,0,0,5.0,4,"10-minute Indoor Walking Workout for Seniors, Beginner Exercisers",https://www.youtube.com/watch?v=bO6NNfX_1ns
653,1.0,0,0,5.0,4,Seated Cardio and Abs Workout For Seniors,https://www.youtube.com/watch?v=48sPq0uF-7Q
654,1.0,0,0,5.0,4,"Healthier Tips, Healthy Sleeping Habits",https://www.youtube.com/watch?v=jPU7nGxMbOA
655,1.0,0,0,5.0,4,Senior Balance Training Workout,https://www.youtube.com/watch?v=P9xsYEzYNrE
656,1.0,0,0,5.0,4,The Ideal Diet for Seniors,https://www.youtube.com/watch?v=uDvN2nPkq2Q
